F-Zero GX,Machine
Red Emperor-ZZ,Big Tyrant body,Red Rex cockpit,Extreme -ZZ booster
Crimson Emperor-RR,Big Tyrant body,Red Rex cockpit,Meteor -RR booster
Big Rex-M2,Big Tyrant body,Red Rex cockpit,Shuttle -M2 booster
Red Emperor-88,Big Tyrant body,Red Rex cockpit,Raiden -88 booster
Jumbo Rex-G4,Big Tyrant body,Red Rex cockpit,Titan -G4 booster
Crimson Tyrant-4X,Big Tyrant body,Red Rex cockpit,Punisher -4X booster
Red Tyrant-Z,Big Tyrant body,Red Rex cockpit,Triple -Z booster
Big King-FX,Big Tyrant body,Red Rex cockpit,Hornet -FX booster
Big Rex-RX,Big Tyrant body,Red Rex cockpit,Devilfish -RX booster
Crimson Emperor-V2,Big Tyrant body,Red Rex cockpit,Thunderbolt -V2 booster
Muscle Tyrant,Big Tyrant body,Muscle Gorilla cockpit,Sunrise 140 booster
Muscle Emperor,Big Tyrant body,Muscle Gorilla cockpit,Euros -01 booster
Spicy Emperor,Big Tyrant body,Muscle Gorilla cockpit,Impulse 220 booster
Jumbo Gorilla,Big Tyrant body,Muscle Gorilla cockpit,Jupiter -Q booster
Jumbo Tusk,Big Tyrant body,Muscle Gorilla cockpit,Saturn -SG booster
Big Gorilla,Big Tyrant body,Muscle Gorilla cockpit,Bazooka -YS booster
Muscle Tyrant-77,Big Tyrant body,Muscle Gorilla cockpit,Crown -77 booster
Muscle Tyrant-EX,Big Tyrant body,Muscle Gorilla cockpit,Mars -EX booster
Big Tusk-V,Big Tyrant body,Muscle Gorilla cockpit,Comet -V booster
Jumbo Tusk-GT,Big Tyrant body,Muscle Gorilla cockpit,Triangle -GT booster
Sockdolager,Big Tyrant body,Muscle Gorilla cockpit,Boxer -2C booster
Jumbo Gorilla-X,Big Tyrant body,Muscle Gorilla cockpit,Bluster -X booster
Spicy Tyrant,Big Tyrant body,Muscle Gorilla cockpit,Tiger -RZ booster
Jumbo Tusk-R,Big Tyrant body,Muscle Gorilla cockpit,Scorpion -R booster
Big Gorilla-J,Big Tyrant body,Muscle Gorilla cockpit,Velocity -J booster
Muscle Emperor-ZZ,Big Tyrant body,Muscle Gorilla cockpit,Extreme -ZZ booster
Spicy Emperor-RR,Big Tyrant body,Muscle Gorilla cockpit,Meteor -RR booster
Big Gorilla-M2,Big Tyrant body,Muscle Gorilla cockpit,Shuttle -M2 booster
Muscle Emperor-88,Big Tyrant body,Muscle Gorilla cockpit,Raiden -88 booster
Jumbo Gorilla-G4,Big Tyrant body,Muscle Gorilla cockpit,Titan -G4 booster
Spicy Tyrant-4X,Big Tyrant body,Muscle Gorilla cockpit,Punisher -4X booster
Muscle Tyrant-Z,Big Tyrant body,Muscle Gorilla cockpit,Triple -Z booster
Big Tusk-FX,Big Tyrant body,Muscle Gorilla cockpit,Hornet -FX booster
Big Gorilla-RX,Big Tyrant body,Muscle Gorilla cockpit,Devilfish -RX booster
Spicy Emperor-V2,Big Tyrant body,Muscle Gorilla cockpit,Thunderbolt -V2 booster
Cyber Tyrant,Big Tyrant body,Cyber Fox cockpit,Sunrise 140 booster
Cyber Emperor,Big Tyrant body,Cyber Fox cockpit,Euros -01 booster
Jet Emperor,Big Tyrant body,Cyber Fox cockpit,Impulse 220 booster
Jumbo Fox,Big Tyrant body,Cyber Fox cockpit,Jupiter -Q booster
Jumbo Vixen,Big Tyrant body,Cyber Fox cockpit,Saturn -SG booster
Big Fox,Big Tyrant body,Cyber Fox cockpit,Bazooka -YS booster
Cyber Tyrant-77,Big Tyrant body,Cyber Fox cockpit,Crown -77 booster
Cyber Tyrant-EX,Big Tyrant body,Cyber Fox cockpit,Mars -EX booster
Big Vixen-V,Big Tyrant body,Cyber Fox cockpit,Comet -V booster
Jumbo Vixen-GT,Big Tyrant body,Cyber Fox cockpit,Triangle -GT booster
Big Vixen,Big Tyrant body,Cyber Fox cockpit,Boxer -2C booster
Jumbo Fox-X,Big Tyrant body,Cyber Fox cockpit,Bluster -X booster
Jet Tyrant,Big Tyrant body,Cyber Fox cockpit,Tiger -RZ booster
Jumbo Vixen-R,Big Tyrant body,Cyber Fox cockpit,Scorpion -R booster
Big Fox-J,Big Tyrant body,Cyber Fox cockpit,Velocity -J booster
Cyber Emperor-ZZ,Big Tyrant body,Cyber Fox cockpit,Extreme -ZZ booster
Jet Emperor-RR,Big Tyrant body,Cyber Fox cockpit,Meteor -RR booster
Big Fox-M2,Big Tyrant body,Cyber Fox cockpit,Shuttle -M2 booster
Cyber Emperor-88,Big Tyrant body,Cyber Fox cockpit,Raiden -88 booster
Jumbo Fox-G4,Big Tyrant body,Cyber Fox cockpit,Titan -G4 booster
Jet Tyrant-4X,Big Tyrant body,Cyber Fox cockpit,Punisher -4X booster
Cyber Tyrant-Z,Big Tyrant body,Cyber Fox cockpit,Triple -Z booster
Big Vixen-FX,Big Tyrant body,Cyber Fox cockpit,Hornet -FX booster
Big Fox-RX,Big Tyrant body,Cyber Fox cockpit,Devilfish -RX booster
Jet Emperor-V2,Big Tyrant body,Cyber Fox cockpit,Thunderbolt -V2 booster
Round Tyrant,Big Tyrant body,Round Disk cockpit,Sunrise 140 booster
Round Emperor,Big Tyrant body,Round Disk cockpit,Euros -01 booster
Flat Emperor,Big Tyrant body,Round Disk cockpit,Impulse 220 booster
Jumbo Disk,Big Tyrant body,Round Disk cockpit,Jupiter -Q booster
Jumbo Saucer,Big Tyrant body,Round Disk cockpit,Saturn -SG booster
Big Disk,Big Tyrant body,Round Disk cockpit,Bazooka -YS booster
Muscle Empress,Big Tyrant body,Round Disk cockpit,Crown -77 booster
Round Tyrant-EX,Big Tyrant body,Round Disk cockpit,Mars -EX booster
Big Saucer-V,Big Tyrant body,Round Disk cockpit,Comet -V booster
Jumbo Saucer-GT,Big Tyrant body,Round Disk cockpit,Triangle -GT booster
Big Saucer,Big Tyrant body,Round Disk cockpit,Boxer -2C booster
Jumbo Disk-X,Big Tyrant body,Round Disk cockpit,Bluster -X booster
Flat Tyrant,Big Tyrant body,Round Disk cockpit,Tiger -RZ booster
Jumbo Saucer-R,Big Tyrant body,Round Disk cockpit,Scorpion -R booster
Big Disk-J,Big Tyrant body,Round Disk cockpit,Velocity -J booster
Round Emperor-ZZ,Big Tyrant body,Round Disk cockpit,Extreme -ZZ booster
Flat Emperor-RR,Big Tyrant body,Round Disk cockpit,Meteor -RR booster
Big Disk-M2,Big Tyrant body,Round Disk cockpit,Shuttle -M2 booster
Round Emperor-88,Big Tyrant body,Round Disk cockpit,Raiden -88 booster
Jumbo Disk-G4,Big Tyrant body,Round Disk cockpit,Titan -G4 booster
Flat Tyrant-4X,Big Tyrant body,Round Disk cockpit,Punisher -4X booster
Round Tyrant-Z,Big Tyrant body,Round Disk cockpit,Triple -Z booster
Big Saucer-FX,Big Tyrant body,Round Disk cockpit,Hornet -FX booster
Big Disk-RX,Big Tyrant body,Round Disk cockpit,Devilfish -RX booster
Flat Emperor-V2,Big Tyrant body,Round Disk cockpit,Thunderbolt -V2 booster
Super Tyrant,Big Tyrant body,Super Lynx cockpit,Sunrise 140 booster
Super Emperor,Big Tyrant body,Super Lynx cockpit,Euros -01 booster
Ultra Emperor,Big Tyrant body,Super Lynx cockpit,Impulse 220 booster
Jumbo Lynx,Big Tyrant body,Super Lynx cockpit,Jupiter -Q booster
Jumbo Legion,Big Tyrant body,Super Lynx cockpit,Saturn -SG booster
Big Lynx,Big Tyrant body,Super Lynx cockpit,Bazooka -YS booster
Super Tyrant-77,Big Tyrant body,Super Lynx cockpit,Crown -77 booster
Super Tyrant-EX,Big Tyrant body,Super Lynx cockpit,Mars -EX booster
Big Legion-V,Big Tyrant body,Super Lynx cockpit,Comet -V booster
Jumbo Legion-GT,Big Tyrant body,Super Lynx cockpit,Triangle -GT booster
Big Legion,Big Tyrant body,Super Lynx cockpit,Boxer -2C booster
Jumbo Lynx-X,Big Tyrant body,Super Lynx cockpit,Bluster -X booster
Ultra Tyrant,Big Tyrant body,Super Lynx cockpit,Tiger -RZ booster
Jumbo Legion-R,Big Tyrant body,Super Lynx cockpit,Scorpion -R booster
Big Lynx-J,Big Tyrant body,Super Lynx cockpit,Velocity -J booster
Super Emperor-ZZ,Big Tyrant body,Super Lynx cockpit,Extreme -ZZ booster
Ultra Emperor-RR,Big Tyrant body,Super Lynx cockpit,Meteor -RR booster
Big Lynx-M2,Big Tyrant body,Super Lynx cockpit,Shuttle -M2 booster
Super Emperor-88,Big Tyrant body,Super Lynx cockpit,Raiden -88 booster
Jumbo Lynx-G4,Big Tyrant body,Super Lynx cockpit,Titan -G4 booster
Ultra Tyrant-4X,Big Tyrant body,Super Lynx cockpit,Punisher -4X booster
Super Tyrant-Z,Big Tyrant body,Super Lynx cockpit,Triple -Z booster
Big Legion-FX,Big Tyrant body,Super Lynx cockpit,Hornet -FX booster
Big Lynx-RX,Big Tyrant body,Super Lynx cockpit,Devilfish -RX booster
Ultra Emperor-V2,Big Tyrant body,Super Lynx cockpit,Thunderbolt -V2 booster
Heat Tyrant,Big Tyrant body,Heat Snake cockpit,Sunrise 140 booster
Heat Emperor,Big Tyrant body,Heat Snake cockpit,Euros -01 booster
Flame Emperor,Big Tyrant body,Heat Snake cockpit,Impulse 220 booster
Jumbo Snake,Big Tyrant body,Heat Snake cockpit,Jupiter -Q booster
Jumbo Lizard,Big Tyrant body,Heat Snake cockpit,Saturn -SG booster
Big Snake,Big Tyrant body,Heat Snake cockpit,Bazooka -YS booster
Heat Tyrant-77,Big Tyrant body,Heat Snake cockpit,Crown -77 booster
Heat Tyrant-EX,Big Tyrant body,Heat Snake cockpit,Mars -EX booster
Big Lizard-V,Big Tyrant body,Heat Snake cockpit,Comet -V booster
Jumbo Lizard-GT,Big Tyrant body,Heat Snake cockpit,Triangle -GT booster
Big Lizard,Big Tyrant body,Heat Snake cockpit,Boxer -2C booster
Jumbo Snake-X,Big Tyrant body,Heat Snake cockpit,Bluster -X booster
Flame Tyrant,Big Tyrant body,Heat Snake cockpit,Tiger -RZ booster
Jumbo Lizard-R,Big Tyrant body,Heat Snake cockpit,Scorpion -R booster
Big Snake-J,Big Tyrant body,Heat Snake cockpit,Velocity -J booster
Heat Emperor-ZZ,Big Tyrant body,Heat Snake cockpit,Extreme -ZZ booster
Flame Emperor-RR,Big Tyrant body,Heat Snake cockpit,Meteor -RR booster
Big Snake-M2,Big Tyrant body,Heat Snake cockpit,Shuttle -M2 booster
Heat Emperor-88,Big Tyrant body,Heat Snake cockpit,Raiden -88 booster
Jumbo Snake-G4,Big Tyrant body,Heat Snake cockpit,Titan -G4 booster
Flame Tyrant-4X,Big Tyrant body,Heat Snake cockpit,Punisher -4X booster
Heat Tyrant-Z,Big Tyrant body,Heat Snake cockpit,Triple -Z booster
Big Lizard-FX,Big Tyrant body,Heat Snake cockpit,Hornet -FX booster
Big Snake-RX,Big Tyrant body,Heat Snake cockpit,Devilfish -RX booster
Flame Emperor-V2,Big Tyrant body,Heat Snake cockpit,Thunderbolt -V2 booster
Energy Tyrant,Big Tyrant body,Energy Crest cockpit,Sunrise 140 booster
Energy Emperor,Big Tyrant body,Energy Crest cockpit,Euros -01 booster
Fever Emperor,Big Tyrant body,Energy Crest cockpit,Impulse 220 booster
Jumbo Crest,Big Tyrant body,Energy Crest cockpit,Jupiter -Q booster
Jumbo Unicorn,Big Tyrant body,Energy Crest cockpit,Saturn -SG booster
Big Crest,Big Tyrant body,Energy Crest cockpit,Bazooka -YS booster
Energy Tyrant-77,Big Tyrant body,Energy Crest cockpit,Crown -77 booster
Energy Tyrant-EX,Big Tyrant body,Energy Crest cockpit,Mars -EX booster
Big Unicorn-V,Big Tyrant body,Energy Crest cockpit,Comet -V booster
Jumbo Unicorn-GT,Big Tyrant body,Energy Crest cockpit,Triangle -GT booster
Big Unicorn,Big Tyrant body,Energy Crest cockpit,Boxer -2C booster
Jumbo Crest-X,Big Tyrant body,Energy Crest cockpit,Bluster -X booster
Fever Tyrant,Big Tyrant body,Energy Crest cockpit,Tiger -RZ booster
Jumbo Unicorn-R,Big Tyrant body,Energy Crest cockpit,Scorpion -R booster
Big Crest-J,Big Tyrant body,Energy Crest cockpit,Velocity -J booster
Energy Emperor-ZZ,Big Tyrant body,Energy Crest cockpit,Extreme -ZZ booster
Fever Emperor-RR,Big Tyrant body,Energy Crest cockpit,Meteor -RR booster
Big Crest-M2,Big Tyrant body,Energy Crest cockpit,Shuttle -M2 booster
Energy Emperor-88,Big Tyrant body,Energy Crest cockpit,Raiden -88 booster
Jumbo Crest-G4,Big Tyrant body,Energy Crest cockpit,Titan -G4 booster
Fever Tyrant-4X,Big Tyrant body,Energy Crest cockpit,Punisher -4X booster
Energy Tyrant-Z,Big Tyrant body,Energy Crest cockpit,Triple -Z booster
Big Unicorn-FX,Big Tyrant body,Energy Crest cockpit,Hornet -FX booster
Big Crest-RX,Big Tyrant body,Energy Crest cockpit,Devilfish -RX booster
Fever Emperor-V2,Big Tyrant body,Energy Crest cockpit,Thunderbolt -V2 booster
Spark Tyrant,Big Tyrant body,Spark Bird cockpit,Sunrise 140 booster
Spark Emperor,Big Tyrant body,Spark Bird cockpit,Euros -01 booster
Plasma Emperor,Big Tyrant body,Spark Bird cockpit,Impulse 220 booster
Jumbo Bird,Big Tyrant body,Spark Bird cockpit,Jupiter -Q booster
Jumbo Kite,Big Tyrant body,Spark Bird cockpit,Saturn -SG booster
Big Bird,Big Tyrant body,Spark Bird cockpit,Bazooka -YS booster
Spark Tyrant-77,Big Tyrant body,Spark Bird cockpit,Crown -77 booster
Spark Tyrant-EX,Big Tyrant body,Spark Bird cockpit,Mars -EX booster
Big Kite-V,Big Tyrant body,Spark Bird cockpit,Comet -V booster
Jumbo Kite-GT,Big Tyrant body,Spark Bird cockpit,Triangle -GT booster
Big Kite,Big Tyrant body,Spark Bird cockpit,Boxer -2C booster
Jumbo Bird-X,Big Tyrant body,Spark Bird cockpit,Bluster -X booster
Plasma Tyrant,Big Tyrant body,Spark Bird cockpit,Tiger -RZ booster
Jumbo Kite-R,Big Tyrant body,Spark Bird cockpit,Scorpion -R booster
Big Bird-J,Big Tyrant body,Spark Bird cockpit,Velocity -J booster
Spark Emperor-ZZ,Big Tyrant body,Spark Bird cockpit,Extreme -ZZ booster
Plasma Emperor-RR,Big Tyrant body,Spark Bird cockpit,Meteor -RR booster
Big Bird-M2,Big Tyrant body,Spark Bird cockpit,Shuttle -M2 booster
Spark Emperor-88,Big Tyrant body,Spark Bird cockpit,Raiden -88 booster
Jumbo Bird-G4,Big Tyrant body,Spark Bird cockpit,Titan -G4 booster
Plasma Tyrant-4X,Big Tyrant body,Spark Bird cockpit,Punisher -4X booster
Spark Tyrant-Z,Big Tyrant body,Spark Bird cockpit,Triple -Z booster
Big Kite-FX,Big Tyrant body,Spark Bird cockpit,Hornet -FX booster
Big Bird-RX,Big Tyrant body,Spark Bird cockpit,Devilfish -RX booster
Plasma Emperor-V2,Big Tyrant body,Spark Bird cockpit,Thunderbolt -V2 booster
Mammoth Impact,Big Tyrant body,Hyper Stream cockpit,Sunrise 140 booster
Hyper Emperor,Big Tyrant body,Hyper Stream cockpit,Euros -01 booster
Battle Emperor,Big Tyrant body,Hyper Stream cockpit,Impulse 220 booster
Jumbo Stream,Big Tyrant body,Hyper Stream cockpit,Jupiter -Q booster
Jumbo Vortex,Big Tyrant body,Hyper Stream cockpit,Saturn -SG booster
Big Stream,Big Tyrant body,Hyper Stream cockpit,Bazooka -YS booster
Hyper Tyrant-77,Big Tyrant body,Hyper Stream cockpit,Crown -77 booster
Hyper Tyrant-EX,Big Tyrant body,Hyper Stream cockpit,Mars -EX booster
Big Vortex-V,Big Tyrant body,Hyper Stream cockpit,Comet -V booster
Jumbo Vortex-GT,Big Tyrant body,Hyper Stream cockpit,Triangle -GT booster
Big Vortex,Big Tyrant body,Hyper Stream cockpit,Boxer -2C booster
Jumbo Stream-X,Big Tyrant body,Hyper Stream cockpit,Bluster -X booster
Battle Tyrant,Big Tyrant body,Hyper Stream cockpit,Tiger -RZ booster
Jumbo Vortex-R,Big Tyrant body,Hyper Stream cockpit,Scorpion -R booster
Big Stream-J,Big Tyrant body,Hyper Stream cockpit,Velocity -J booster
Hyper Emperor-ZZ,Big Tyrant body,Hyper Stream cockpit,Extreme -ZZ booster
Battle Emperor-RR,Big Tyrant body,Hyper Stream cockpit,Meteor -RR booster
Big Stream-M2,Big Tyrant body,Hyper Stream cockpit,Shuttle -M2 booster
Hyper Emperor-88,Big Tyrant body,Hyper Stream cockpit,Raiden -88 booster
Jumbo Stream-G4,Big Tyrant body,Hyper Stream cockpit,Titan -G4 booster
Battle Tyrant-4X,Big Tyrant body,Hyper Stream cockpit,Punisher -4X booster
Hyper Tyrant-Z,Big Tyrant body,Hyper Stream cockpit,Triple -Z booster
Big Vortex-FX,Big Tyrant body,Hyper Stream cockpit,Hornet -FX booster
Big Stream-RX,Big Tyrant body,Hyper Stream cockpit,Devilfish -RX booster
Battle Emperor-V2,Big Tyrant body,Hyper Stream cockpit,Thunderbolt -V2 booster
Crazy Tyrant,Big Tyrant body,Crazy Buffalo cockpit,Sunrise 140 booster
Crazy Emperor,Big Tyrant body,Crazy Buffalo cockpit,Euros -01 booster
Mighty Emperor,Big Tyrant body,Crazy Buffalo cockpit,Impulse 220 booster
Jumbo Buffalo,Big Tyrant body,Crazy Buffalo cockpit,Jupiter -Q booster
Jumbo Bison,Big Tyrant body,Crazy Buffalo cockpit,Saturn -SG booster
Big Buffalo,Big Tyrant body,Crazy Buffalo cockpit,Bazooka -YS booster
Crazy Tyrant-77,Big Tyrant body,Crazy Buffalo cockpit,Crown -77 booster
Crazy Tyrant-EX,Big Tyrant body,Crazy Buffalo cockpit,Mars -EX booster
Big Bison-V,Big Tyrant body,Crazy Buffalo cockpit,Comet -V booster
Jumbo Bison-GT,Big Tyrant body,Crazy Buffalo cockpit,Triangle -GT booster
Big Bison,Big Tyrant body,Crazy Buffalo cockpit,Boxer -2C booster
Jumbo Buffalo-X,Big Tyrant body,Crazy Buffalo cockpit,Bluster -X booster
Mighty Tyrant,Big Tyrant body,Crazy Buffalo cockpit,Tiger -RZ booster
Jumbo Bison-R,Big Tyrant body,Crazy Buffalo cockpit,Scorpion -R booster
Big Buffalo-J,Big Tyrant body,Crazy Buffalo cockpit,Velocity -J booster
Crazy Emperor-ZZ,Big Tyrant body,Crazy Buffalo cockpit,Extreme -ZZ booster
Mighty Emperor-RR,Big Tyrant body,Crazy Buffalo cockpit,Meteor -RR booster
Big Buffalo-M2,Big Tyrant body,Crazy Buffalo cockpit,Shuttle -M2 booster
Crazy Emperor-88,Big Tyrant body,Crazy Buffalo cockpit,Raiden -88 booster
Jumbo Buffalo-G4,Big Tyrant body,Crazy Buffalo cockpit,Titan -G4 booster
Mighty Tyrant-4X,Big Tyrant body,Crazy Buffalo cockpit,Punisher -4X booster
Crazy Tyrant-Z,Big Tyrant body,Crazy Buffalo cockpit,Triple -Z booster
Big Bison-FX,Big Tyrant body,Crazy Buffalo cockpit,Hornet -FX booster
Big Buffalo-RX,Big Tyrant body,Crazy Buffalo cockpit,Devilfish -RX booster
Mighty Emperor-V2,Big Tyrant body,Crazy Buffalo cockpit,Thunderbolt -V2 booster
Combat Tyrant,Big Tyrant body,Combat Cannon cockpit,Sunrise 140 booster
Combat Emperor,Big Tyrant body,Combat Cannon cockpit,Euros -01 booster
Tornado Emperor,Big Tyrant body,Combat Cannon cockpit,Impulse 220 booster
Jumbo Cannon,Big Tyrant body,Combat Cannon cockpit,Jupiter -Q booster
Jumbo Master,Big Tyrant body,Combat Cannon cockpit,Saturn -SG booster
Big Cannon,Big Tyrant body,Combat Cannon cockpit,Bazooka -YS booster
Combat Tyrant-77,Big Tyrant body,Combat Cannon cockpit,Crown -77 booster
Combat Tyrant-EX,Big Tyrant body,Combat Cannon cockpit,Mars -EX booster
Big Master-V,Big Tyrant body,Combat Cannon cockpit,Comet -V booster
Jumbo Master-GT,Big Tyrant body,Combat Cannon cockpit,Triangle -GT booster
Big Master,Big Tyrant body,Combat Cannon cockpit,Boxer -2C booster
Jumbo Cannon-X,Big Tyrant body,Combat Cannon cockpit,Bluster -X booster
Tornado Tyrant,Big Tyrant body,Combat Cannon cockpit,Tiger -RZ booster
Jumbo Master-R,Big Tyrant body,Combat Cannon cockpit,Scorpion -R booster
Big Cannon-J,Big Tyrant body,Combat Cannon cockpit,Velocity -J booster
Combat Emperor-ZZ,Big Tyrant body,Combat Cannon cockpit,Extreme -ZZ booster
Tornado Emperor-RR,Big Tyrant body,Combat Cannon cockpit,Meteor -RR booster
Big Cannon-M2,Big Tyrant body,Combat Cannon cockpit,Shuttle -M2 booster
Combat Emperor-88,Big Tyrant body,Combat Cannon cockpit,Raiden -88 booster
Jumbo Cannon-G4,Big Tyrant body,Combat Cannon cockpit,Titan -G4 booster
Tornado Tyrant-4X,Big Tyrant body,Combat Cannon cockpit,Punisher -4X booster
Combat Tyrant-Z,Big Tyrant body,Combat Cannon cockpit,Triple -Z booster
Big Master-FX,Big Tyrant body,Combat Cannon cockpit,Hornet -FX booster
Big Cannon-RX,Big Tyrant body,Combat Cannon cockpit,Devilfish -RX booster
Tornado Emperor-V2,Big Tyrant body,Combat Cannon cockpit,Thunderbolt -V2 booster
Garnet Tyrant,Big Tyrant body,Garnet Phantom cockpit,Sunrise 140 booster
Garnet Emperor,Big Tyrant body,Garnet Phantom cockpit,Euros -01 booster
Jewel Emperor,Big Tyrant body,Garnet Phantom cockpit,Impulse 220 booster
Jumbo Phantom,Big Tyrant body,Garnet Phantom cockpit,Jupiter -Q booster
Jumbo Mirage,Big Tyrant body,Garnet Phantom cockpit,Saturn -SG booster
Big Phantom,Big Tyrant body,Garnet Phantom cockpit,Bazooka -YS booster
Garnet Tyrant-77,Big Tyrant body,Garnet Phantom cockpit,Crown -77 booster
Garnet Tyrant-EX,Big Tyrant body,Garnet Phantom cockpit,Mars -EX booster
Big Mirage-V,Big Tyrant body,Garnet Phantom cockpit,Comet -V booster
Jumbo Mirage-GT,Big Tyrant body,Garnet Phantom cockpit,Triangle -GT booster
Big Mirage,Big Tyrant body,Garnet Phantom cockpit,Boxer -2C booster
Jumbo Phantom-X,Big Tyrant body,Garnet Phantom cockpit,Bluster -X booster
Jewel Tyrant,Big Tyrant body,Garnet Phantom cockpit,Tiger -RZ booster
Jumbo Mirage-R,Big Tyrant body,Garnet Phantom cockpit,Scorpion -R booster
Big Phantom-J,Big Tyrant body,Garnet Phantom cockpit,Velocity -J booster
Garnet Emperor-ZZ,Big Tyrant body,Garnet Phantom cockpit,Extreme -ZZ booster
Jewel Emperor-RR,Big Tyrant body,Garnet Phantom cockpit,Meteor -RR booster
Big Phantom-M2,Big Tyrant body,Garnet Phantom cockpit,Shuttle -M2 booster
Garnet Emperor-88,Big Tyrant body,Garnet Phantom cockpit,Raiden -88 booster
Jumbo Phantom-G4,Big Tyrant body,Garnet Phantom cockpit,Titan -G4 booster
Jewel Tyrant-4X,Big Tyrant body,Garnet Phantom cockpit,Punisher -4X booster
Garnet Tyrant-Z,Big Tyrant body,Garnet Phantom cockpit,Triple -Z booster
Big Mirage-FX,Big Tyrant body,Garnet Phantom cockpit,Hornet -FX booster
Big Phantom-RX,Big Tyrant body,Garnet Phantom cockpit,Devilfish -RX booster
Jewel Emperor-V2,Big Tyrant body,Garnet Phantom cockpit,Thunderbolt -V2 booster
Maximum Tyrant,Big Tyrant body,Maximum Star cockpit,Sunrise 140 booster
Maximum Emperor,Big Tyrant body,Maximum Star cockpit,Euros -01 booster
Omega Emperor,Big Tyrant body,Maximum Star cockpit,Impulse 220 booster
Jumbo Star,Big Tyrant body,Maximum Star cockpit,Jupiter -Q booster
Jumbo Wizard,Big Tyrant body,Maximum Star cockpit,Saturn -SG booster
Curio Rider,Big Tyrant body,Maximum Star cockpit,Bazooka -YS booster
Maximum Tyrant-77,Big Tyrant body,Maximum Star cockpit,Crown -77 booster
Maximum Tyrant-EX,Big Tyrant body,Maximum Star cockpit,Mars -EX booster
Big Wizard-V,Big Tyrant body,Maximum Star cockpit,Comet -V booster
Jumbo Wizard-GT,Big Tyrant body,Maximum Star cockpit,Triangle -GT booster
Big Wizard,Big Tyrant body,Maximum Star cockpit,Boxer -2C booster
Jumbo Star-X,Big Tyrant body,Maximum Star cockpit,Bluster -X booster
Omega Tyrant,Big Tyrant body,Maximum Star cockpit,Tiger -RZ booster
Jumbo Wizard-R,Big Tyrant body,Maximum Star cockpit,Scorpion -R booster
Big Star-J,Big Tyrant body,Maximum Star cockpit,Velocity -J booster
Maximum Emperor-ZZ,Big Tyrant body,Maximum Star cockpit,Extreme -ZZ booster
Omega Emperor-RR,Big Tyrant body,Maximum Star cockpit,Meteor -RR booster
